dataset,method,ratio,ratio_base,budget_mode,requested_target_budget,effective_target_prototypes,shadow_nodes_total,condensed_nodes_total,condensed_edges_total,effective_target_ratio,condensed_node_ratio_to_train_target,condensed_node_ratio_to_all_task_nodes,source_log
imdb,Herding-HG,0.02,train_target,ratio,54,54,,54,0,,0.03938730853391685,0.010948905109489052,experiments/logs/small_ratio_grid/imdb_Herding_HG_total_condensed_nodes_r0p02_seed0.json;experiments/logs/small_ratio_grid/imdb_Herding_HG_total_condensed_nodes_r0p02_seed1.json;experiments/logs/small_ratio_grid/imdb_Herding_HG_total_condensed_nodes_r0p02_seed2.json
imdb,Herding-HG,0.05,train_target,ratio,138,138,,138,0,,0.10065645514223195,0.027980535279805353,experiments/logs/small_ratio_grid/imdb_Herding_HG_total_condensed_nodes_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_Herding_HG_total_condensed_nodes_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_Herding_HG_total_condensed_nodes_r0p05_seed2.json
imdb,Herding-HG,0.05,train_target,ratio,69,69,,69,0,,0.05032822757111598,0.013990267639902677,experiments/logs/small_ratio_grid/imdb_Herding_HG_target_ratio_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_Herding_HG_target_ratio_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_Herding_HG_target_ratio_r0p05_seed2.json
imdb,K-Center-HG,0.005,train_target,ratio,20,20,,20,0,,0.014587892049598834,0.0040551500405515,experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p005_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p005_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p005_seed2.json
imdb,K-Center-HG,0.005,train_target,ratio,44,44,,44,0,,0.032093362509117436,0.008921330089213302,experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p005_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p005_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p005_seed2.json
imdb,K-Center-HG,0.01,train_target,ratio,20,20,,20,0,,0.014587892049598834,0.0040551500405515,experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p01_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p01_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p01_seed2.json
imdb,K-Center-HG,0.01,train_target,ratio,44,44,,44,0,,0.032093362509117436,0.008921330089213302,experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p01_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p01_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p01_seed2.json
imdb,K-Center-HG,0.02,train_target,ratio,27,27,,27,0,,0.019693654266958426,0.005474452554744526,experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p02_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p02_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p02_seed2.json
imdb,K-Center-HG,0.02,train_target,ratio,54,54,,54,0,,0.03938730853391685,0.010948905109489052,experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p02_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p02_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p02_seed2.json
imdb,K-Center-HG,0.05,train_target,ratio,138,138,,138,0,,0.10065645514223195,0.027980535279805353,experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_total_condensed_nodes_r0p05_seed2.json
imdb,K-Center-HG,0.05,train_target,ratio,69,69,,69,0,,0.05032822757111598,0.013990267639902677,experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_K_Center_HG_target_ratio_r0p05_seed2.json
imdb,Random-HG,0.005,train_target,ratio,20,20,,20,0,,0.014587892049598834,0.0040551500405515,experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p005_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p005_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p005_seed2.json
imdb,Random-HG,0.005,train_target,ratio,44,44,,44,0,,0.032093362509117436,0.008921330089213302,experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p005_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p005_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p005_seed2.json
imdb,Random-HG,0.01,train_target,ratio,20,20,,20,0,,0.014587892049598834,0.0040551500405515,experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p01_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p01_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p01_seed2.json
imdb,Random-HG,0.01,train_target,ratio,44,44,,44,0,,0.032093362509117436,0.008921330089213302,experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p01_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p01_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p01_seed2.json
imdb,Random-HG,0.02,train_target,ratio,27,27,,27,0,,0.019693654266958426,0.005474452554744526,experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p02_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p02_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p02_seed2.json
imdb,Random-HG,0.02,train_target,ratio,54,54,,54,0,,0.03938730853391685,0.010948905109489052,experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p02_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p02_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p02_seed2.json
imdb,Random-HG,0.05,train_target,ratio,138,138,,138,0,,0.10065645514223195,0.027980535279805353,experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_total_condensed_nodes_r0p05_seed2.json
imdb,Random-HG,0.05,train_target,ratio,69,69,,69,0,,0.05032822757111598,0.013990267639902677,experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_Random_HG_target_ratio_r0p05_seed2.json
imdb,Self-Only-MLP,0.005,train_target,ratio,20,20,0,20,0,0.014587892049598834,0.014587892049598834,0.0040551500405515,experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p005_seed0.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p005_seed1.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p005_seed2.json
imdb,Self-Only-MLP,0.01,train_target,ratio,20,20,0,20,0,0.014587892049598834,0.014587892049598834,0.0040551500405515,experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p01_seed0.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p01_seed1.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p01_seed2.json
imdb,Self-Only-MLP,0.02,train_target,ratio,27,27,0,27,0,0.019693654266958426,0.019693654266958426,0.005474452554744526,experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p02_seed0.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p02_seed1.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p02_seed2.json
imdb,Self-Only-MLP,0.05,train_target,ratio,69,69,0,69,0,0.05032822757111598,0.05032822757111598,0.013990267639902677,experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_Self-Only-MLP_r0p05_seed2.json
imdb,Shadow-HGC-R-1,0.005,train_target,ratio,20,20,24,44,60,0.014587892049598834,0.032093362509117436,0.008921330089213302,experiments/logs/small_ratio_grid/imdb_r0p005_seed0.json;experiments/logs/small_ratio_grid/imdb_r0p005_seed1.json;experiments/logs/small_ratio_grid/imdb_r0p005_seed2.json
imdb,Shadow-HGC-R-1,0.01,train_target,ratio,20,20,24,44,60,0.014587892049598834,0.032093362509117436,0.008921330089213302,experiments/logs/small_ratio_grid/imdb_r0p01_seed0.json;experiments/logs/small_ratio_grid/imdb_r0p01_seed1.json;experiments/logs/small_ratio_grid/imdb_r0p01_seed2.json
imdb,Shadow-HGC-R-1,0.02,train_target,ratio,27,27,27,54,81,0.019693654266958426,0.03938730853391685,0.010948905109489052,experiments/logs/small_ratio_grid/imdb_r0p02_seed0.json;experiments/logs/small_ratio_grid/imdb_r0p02_seed1.json;experiments/logs/small_ratio_grid/imdb_r0p02_seed2.json
imdb,Shadow-HGC-R-1,0.05,train_target,ratio,69,69,69,138,207,0.05032822757111598,0.10065645514223195,0.027980535279805353,experiments/logs/small_ratio_grid/imdb_r0p05_seed0.json;experiments/logs/small_ratio_grid/imdb_r0p05_seed1.json;experiments/logs/small_ratio_grid/imdb_r0p05_seed2.json
acm,Shadow-HGC-R-1,0.01,train_target,ratio,12,12,40,52,100,0.013230429988974642,0.05733186328555678,0.0171900826446281,experiments/logs/small_ratio_model_compare/acm_r0p01_seed0.json;experiments/logs/small_ratio_model_compare/acm_r0p01_seed1.json;experiments/logs/small_ratio_model_compare/acm_r0p01_seed2.json
acm,Shadow-HGC-R-1,0.02,train_target,ratio,18,18,40,58,147,0.019845644983461964,0.0639470782800441,0.019173553719008266,experiments/logs/small_ratio_model_compare/acm_r0p02_seed0.json;experiments/logs/small_ratio_model_compare/acm_r0p02_seed1.json;experiments/logs/small_ratio_model_compare/acm_r0p02_seed2.json
dblp,Shadow-HGC-R-1,0.01,train_target,ratio,16,16,16,32,16,0.01314708299096138,0.02629416598192276,0.007887601676115356,experiments/logs/small_ratio_model_compare/dblp_r0p01_seed0.json;experiments/logs/small_ratio_model_compare/dblp_r0p01_seed1.json;experiments/logs/small_ratio_model_compare/dblp_r0p01_seed2.json
dblp,Shadow-HGC-R-1,0.02,train_target,ratio,24,24,24,48,24,0.01972062448644207,0.03944124897288414,0.011831402514173034,experiments/logs/small_ratio_model_compare/dblp_r0p02_seed0.json;experiments/logs/small_ratio_model_compare/dblp_r0p02_seed1.json;experiments/logs/small_ratio_model_compare/dblp_r0p02_seed2.json
imdb,Shadow-HGC-R-1,0.01,train_target,ratio,20,20,24,44,60,0.014587892049598834,0.032093362509117436,0.008921330089213302,experiments/logs/small_ratio_model_compare/imdb_r0p01_seed0.json;experiments/logs/small_ratio_model_compare/imdb_r0p01_seed1.json;experiments/logs/small_ratio_model_compare/imdb_r0p01_seed2.json
imdb,Shadow-HGC-R-1,0.02,train_target,ratio,27,27,27,54,81,0.019693654266958426,0.03938730853391685,0.010948905109489052,experiments/logs/small_ratio_model_compare/imdb_r0p02_seed0.json;experiments/logs/small_ratio_model_compare/imdb_r0p02_seed1.json;experiments/logs/small_ratio_model_compare/imdb_r0p02_seed2.json
ogbn-arxiv,Herding-HG,0.001,train_target,ratio,160,160,,160,0,,0.001759382456757678,0.0009448279527349817,experiments/logs/medium_ratio_grid/ogbn-arxiv_Herding_HG_target_ratio_r0p001_seed0.json
ogbn-arxiv,Herding-HG,0.0025,train_target,ratio,227,227,,227,0,,0.002496123860524956,0.0013404746579427553,experiments/logs/medium_ratio_grid/ogbn-arxiv_Herding_HG_target_ratio_r0p0025_seed0.json
ogbn-arxiv,Herding-HG,0.005,train_target,ratio,455,455,,455,0,,0.005003243861404647,0.002686854490590104,experiments/logs/medium_ratio_grid/ogbn-arxiv_Herding_HG_target_ratio_r0p005_seed0.json
ogbn-arxiv,Herding-HG,0.01,train_target,ratio,909,909,,909,0,,0.009995491582454559,0.005367803806475615,experiments/logs/medium_ratio_grid/ogbn-arxiv_Herding_HG_target_ratio_r0p01_seed0.json
ogbn-arxiv,K-Center-HG,0.001,train_target,ratio,160,160,,160,0,,0.001759382456757678,0.0009448279527349817,experiments/logs/medium_ratio_grid/ogbn-arxiv_K_Center_HG_target_ratio_r0p001_seed0.json
ogbn-arxiv,K-Center-HG,0.0025,train_target,ratio,227,227,,227,0,,0.002496123860524956,0.0013404746579427553,experiments/logs/medium_ratio_grid/ogbn-arxiv_K_Center_HG_target_ratio_r0p0025_seed0.json
ogbn-arxiv,K-Center-HG,0.005,train_target,ratio,455,455,,455,0,,0.005003243861404647,0.002686854490590104,experiments/logs/medium_ratio_grid/ogbn-arxiv_K_Center_HG_target_ratio_r0p005_seed0.json
ogbn-arxiv,K-Center-HG,0.01,train_target,ratio,909,909,,909,0,,0.009995491582454559,0.005367803806475615,experiments/logs/medium_ratio_grid/ogbn-arxiv_K_Center_HG_target_ratio_r0p01_seed0.json
ogbn-arxiv,Random-HG,0.001,train_target,ratio,160,160,,160,0,,0.001759382456757678,0.0009448279527349817,experiments/logs/medium_ratio_grid/ogbn-arxiv_Random_HG_target_ratio_r0p001_seed0.json
ogbn-arxiv,Random-HG,0.0025,train_target,ratio,227,227,,227,0,,0.002496123860524956,0.0013404746579427553,experiments/logs/medium_ratio_grid/ogbn-arxiv_Random_HG_target_ratio_r0p0025_seed0.json
ogbn-arxiv,Random-HG,0.005,train_target,ratio,455,455,,455,0,,0.005003243861404647,0.002686854490590104,experiments/logs/medium_ratio_grid/ogbn-arxiv_Random_HG_target_ratio_r0p005_seed0.json
ogbn-arxiv,Random-HG,0.01,train_target,ratio,909,909,,909,0,,0.009995491582454559,0.005367803806475615,experiments/logs/medium_ratio_grid/ogbn-arxiv_Random_HG_target_ratio_r0p01_seed0.json
ogbn-arxiv,Self-Only-MLP,0.001,train_target,ratio,160,160,0,160,0,0.001759382456757678,0.001759382456757678,0.0009448279527349817,experiments/logs/medium_ratio_grid/ogbn-arxiv_Self-Only-MLP_r0p001.json
ogbn-arxiv,Self-Only-MLP,0.0025,train_target,ratio,227,227,0,227,0,0.002496123860524956,0.002496123860524956,0.0013404746579427553,experiments/logs/medium_ratio_grid/ogbn-arxiv_Self-Only-MLP_r0p0025.json
ogbn-arxiv,Self-Only-MLP,0.005,train_target,ratio,455,455,0,455,0,0.005003243861404647,0.005003243861404647,0.002686854490590104,experiments/logs/medium_ratio_grid/ogbn-arxiv_Self-Only-MLP_r0p005.json
ogbn-arxiv,Self-Only-MLP,0.01,train_target,ratio,909,909,0,909,0,0.009995491582454559,0.009995491582454559,0.005367803806475615,experiments/logs/medium_ratio_grid/ogbn-arxiv_Self-Only-MLP_r0p01.json
ogbn-arxiv,Shadow-HGC-R-1,0.001,train_target,ratio,160,160,80,240,1361,0.001759382456757678,0.002639073685136517,0.0014172419291024725,experiments/logs/medium_ratio_grid/ogbn-arxiv_r0p001.json
ogbn-arxiv,Shadow-HGC-R-1,0.0025,train_target,ratio,227,227,114,341,1948,0.002496123860524956,0.0037496838609648014,0.0020136645742664296,experiments/logs/medium_ratio_grid/ogbn-arxiv_r0p0025.json
ogbn-arxiv,Shadow-HGC-R-1,0.005,train_target,ratio,455,455,228,683,3873,0.005003243861404647,0.0075103638622843385,0.0040332343232374526,experiments/logs/medium_ratio_grid/ogbn-arxiv_r0p005.json
ogbn-arxiv,Shadow-HGC-R-1,0.01,train_target,ratio,909,909,456,1365,7748,0.009995491582454559,0.015009731584213941,0.008060563471770312,experiments/logs/medium_ratio_grid/ogbn-arxiv_r0p01.json
ogbn-products,Herding-HG,0.001,train_target,ratio,179,179,,179,0,,0.0009104086666836202,7.309019207204161e-05,experiments/logs/medium_ratio_grid/ogbn-products_Herding_HG_target_ratio_r0p001_seed0.json
ogbn-products,Herding-HG,0.0025,train_target,ratio,474,474,,474,0,,0.0024108028380337206,0.00019354609520752918,experiments/logs/medium_ratio_grid/ogbn-products_Herding_HG_target_ratio_r0p0025_seed0.json
ogbn-products,Herding-HG,0.005,train_target,ratio,965,965,,965,0,,0.0049080690689927015,0.0003940337170364255,experiments/logs/medium_ratio_grid/ogbn-products_Herding_HG_target_ratio_r0p005_seed0.json
ogbn-products,Herding-HG,0.01,train_target,ratio,1948,1948,,1948,0,,0.009907687612847443,0.0007954172857895925,experiments/logs/medium_ratio_grid/ogbn-products_Herding_HG_target_ratio_r0p01_seed0.json
ogbn-products,K-Center-HG,0.001,train_target,ratio,179,179,,179,0,,0.0009104086666836202,7.309019207204161e-05,experiments/logs/medium_ratio_grid/ogbn-products_K_Center_HG_target_ratio_r0p001_seed0.json
ogbn-products,K-Center-HG,0.0025,train_target,ratio,474,474,,474,0,,0.0024108028380337206,0.00019354609520752918,experiments/logs/medium_ratio_grid/ogbn-products_K_Center_HG_target_ratio_r0p0025_seed0.json
ogbn-products,K-Center-HG,0.005,train_target,ratio,965,965,,965,0,,0.0049080690689927015,0.0003940337170364255,experiments/logs/medium_ratio_grid/ogbn-products_K_Center_HG_target_ratio_r0p005_seed0.json
ogbn-products,K-Center-HG,0.01,train_target,ratio,1948,1948,,1948,0,,0.009907687612847443,0.0007954172857895925,experiments/logs/medium_ratio_grid/ogbn-products_K_Center_HG_target_ratio_r0p01_seed0.json
ogbn-products,Random-HG,0.001,train_target,ratio,179,179,,179,0,,0.0009104086666836202,7.309019207204161e-05,experiments/logs/medium_ratio_grid/ogbn-products_Random_HG_target_ratio_r0p001_seed0.json
ogbn-products,Random-HG,0.0025,train_target,ratio,474,474,,474,0,,0.0024108028380337206,0.00019354609520752918,experiments/logs/medium_ratio_grid/ogbn-products_Random_HG_target_ratio_r0p0025_seed0.json
ogbn-products,Random-HG,0.005,train_target,ratio,965,965,,965,0,,0.0049080690689927015,0.0003940337170364255,experiments/logs/medium_ratio_grid/ogbn-products_Random_HG_target_ratio_r0p005_seed0.json
ogbn-products,Random-HG,0.01,train_target,ratio,1948,1948,,1948,0,,0.009907687612847443,0.0007954172857895925,experiments/logs/medium_ratio_grid/ogbn-products_Random_HG_target_ratio_r0p01_seed0.json
ogbn-products,Self-Only-MLP,0.001,train_target,ratio,197,179,0,179,0,0.0009104086666836202,0.0009104086666836202,7.309019207204161e-05,experiments/logs/medium_ratio_grid/ogbn-products_Self-Only-MLP_r0p001.json
ogbn-products,Self-Only-MLP,0.0025,train_target,ratio,492,474,0,474,0,0.0024108028380337206,0.0024108028380337206,0.00019354609520752918,experiments/logs/medium_ratio_grid/ogbn-products_Self-Only-MLP_r0p0025.json
ogbn-products,Self-Only-MLP,0.005,train_target,ratio,983,965,0,965,0,0.0049080690689927015,0.0049080690689927015,0.0003940337170364255,experiments/logs/medium_ratio_grid/ogbn-products_Self-Only-MLP_r0p005.json
ogbn-products,Self-Only-MLP,0.01,train_target,ratio,1966,1948,0,1948,0,0.009907687612847443,0.009907687612847443,0.0007954172857895925,experiments/logs/medium_ratio_grid/ogbn-products_Self-Only-MLP_r0p01.json
ogbn-products,Shadow-HGC-R-1,0.001,train_target,ratio,197,179,90,269,1750,0.0009104086666836202,0.0013681560409938205,0.00010983945065574969,experiments/logs/medium_ratio_grid/ogbn-products_r0p001.json
ogbn-products,Shadow-HGC-R-1,0.0025,train_target,ratio,492,474,238,712,4708,0.0024108028380337206,0.0036212903389873613,0.00029072746790666834,experiments/logs/medium_ratio_grid/ogbn-products_r0p0025.json
ogbn-products,Shadow-HGC-R-1,0.005,train_target,ratio,983,965,484,1449,9608,0.0049080690689927015,0.007369732726394222,0.0005916630631977,experiments/logs/medium_ratio_grid/ogbn-products_r0p005.json
ogbn-products,Shadow-HGC-R-1,0.01,train_target,ratio,1966,1948,974,2922,19392,0.009907687612847443,0.014861531419271164,0.001193125928684389,experiments/logs/medium_ratio_grid/ogbn-products_r0p01.json
ogbn-products,Shadow-HGC-R-1,0.001,train_target,ratio,197,179,90,269,1750,0.0009104086666836202,0.0013681560409938205,0.00010983945065574969,experiments/logs/medium_ratio_clipped_compare/ogbn-products_r0p001.json
ogbn-products,Shadow-HGC-R-1,0.0025,train_target,ratio,492,474,238,712,4708,0.0024108028380337206,0.0036212903389873613,0.00029072746790666834,experiments/logs/medium_ratio_clipped_compare/ogbn-products_r0p0025.json
ogbn-products,Shadow-HGC-R-1,0.005,train_target,ratio,983,965,484,1449,9608,0.0049080690689927015,0.007369732726394222,0.0005916630631977,experiments/logs/medium_ratio_clipped_compare/ogbn-products_r0p005.json
