dataset,method,seed,ratio_mode,requested_full_node_ratio,actual_full_node_ratio,target_prototypes,shadow_nodes,total_condensed_nodes,total_condensed_edges,accuracy,macro_f1,predicted_classes,predicted_class_count,precompute_time,condensation_time,training_time,inference_time,peak_cpu_ram,peak_gpu_ram,cache_bytes,full_edge_scans,hnr_edge_scans,hnr_cache_bytes,fdm_signature_dim,fdm_num_subclasses,fdm_candidate_pool_size,fdm_mode,hnr_hist_mode,shadow_b,uses_logits_as_input,uses_teacher_logits,uses_kd,uses_dense_p2,uses_e_by_d_materialization,uses_full_edge_index_on_gpu,uses_all_target_cache,uses_exact_pairwise,full_class_kmeans,status,promoted,promotion_status,failure_reason,notes,num_nodes,num_edges,num_train_targets,num_classes,planned_total_condensed_nodes,planned_target_prototypes,planned_shadow_nodes,planned_num_subclasses,planned_candidate_pool_size,estimated_cache_bytes,peak_cpu_ram_observed,resource_gate_S1,resource_gate_S2,resource_gate_S3,promotion_reason
ogbn-papers100M,t25_ultra_safe_planner,42,full_node,0.0001,0.00010000003961824008,7774,3332,11106,7774,,,,,,,,,,,1313410752,4,1,28972296,64,344,1024,lite,topk,1,False,False,False,False,False,False,False,False,False,completed_ultra_dryrun,False,not_promoted,,train-target-only dry-run planner; no all-target cache or exact matching,111059956,1615685872,1207179,172,11106,7774,3332,344,1024,1313410752,423084032,True,True,True,passed_ultra_dryrun_resource_gates
MAG240M,t25_ultra_safe_planner,42,full_node,0.0001,9.999863164090092e-05,8522,3653,12175,8522,,,,,,,,,,,1125740704,4,1,26697408,64,306,1024,lite,topk,1,False,False,False,False,False,False,False,False,False,completed_ultra_dryrun,False,not_promoted,,train-target-only dry-run planner; no all-target cache or exact matching,121751666,17283641232,1112392,153,12175,8522,3653,306,1024,1125740704,423084032,True,True,True,passed_ultra_dryrun_resource_gates
