dataset,seed,ratio,ratio_percent,status,method,loss_type,model,projection_type,requested_target_budget,effective_target_prototypes,shadow_nodes_total,condensed_nodes_total,condensed_edges_total,effective_target_ratio,condensed_node_ratio_to_train_target,accuracy,macro_f1,predicted_classes,skeleton_coverage_mean,residual_energy_mean,shadow_recon_err_mean,condense_s,train_s,infer_s,peak_cpu_ram_gb,peak_gpu_ram_gb,source_log
ogbn-products,42,0.07,7.000000000000001,completed,Shadow-HGC-R-1,,relation_linear,random,13763,13530,6766,20296,134024,0.06881468860463343,0.10322711898888691,0.3437834084033966,0.1470915270731487,47,0.46676312149814286,0.8285624687794135,0.42622552363486244,364.3120118,0.053362300000003415,13.962197100000026,,,experiments\logs\medium_ratio_sweep_seed42_20260608_diag_nograd\ogbn-products_r0p07_seed42.json
