dataset,seed,status,num_nodes,num_train,num_valid,num_test,num_classes_from_dataset,num_classes_from_labels,output_dim,label_min,label_max,label_shape,feature_shape,feature_dtype,feature_nan_count,feature_mean_std_sample,train_mask_hash,valid_mask_hash,test_mask_hash,first_10_train_ids,first_10_train_labels,first_10_valid_ids,first_10_valid_labels,predicted_class_count,prediction_entropy,train_acc,valid_acc,test_acc,macro_f1,weighted_f1,uses_ogb_evaluator,uses_bounded_edges,reason,batchnorm,device,epochs,standardize_train_features,training_time_s
ogbn-products,42,completed,2449029,196615,39323,2213091,47,47,47,0,46,[2449029],"[2449029, 100]",float32,0,"{'mean': 0.008809780701994896, 'std': 1.0373265743255615}",bdeff6c88c0304a6588ea3f8640ab807fb5371e80f6c0c98ab98cbe98cd55f81,3195e41378e7ab0744abfbaeeb5d56340a52244e46b09aeb2c24ec5393b2052a,c4bf7283403c40af28f135774bbb89b5d5e230eb75b0678090d360bdc3080b9d,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[0, 1, 2, 3, 3, 4, 5, 2, 1, 6]","[196615, 196616, 196617, 196618, 196619, 196620, 196621, 196622, 196623, 196624]","[1, 6, 9, 4, 7, 9, 4, 1, 4, 4]",24,2.202575868051049,0.6828675329959566,0.6695572565674033,0.5367506351975585,0.18873283596467252,0.48929022262014943,True,False,,False,cuda,200,False,15.692372500000001
