accuracy,block_gates,byte_size_compression,condensation_time,condensed_edges_total,condensed_nodes_total,dataset,disk_bytes,effective_M_tau,effective_target_ratio,feature_mode,final_logits_activation,inference_time,loss_type,macro_f1,model_type,num_optimizer_steps,peak_cpu_ram,peak_gpu_ram,predicted_class_count,prediction_entropy,prototype_train_acc,prototype_train_loss_end,prototype_train_loss_start,ratio,ratio_mode,ratio_percent,reason,relation_gates,residual_energy,seed,shadow_node_ratio,shadow_nodes_total,shadow_recon_err,skeleton_coverage,source_log,status,total_condensed_edge_ratio,total_condensed_node_ratio,training_time,variant
0.8432483673095703,{},0.023480674998398624,6.6108659,648,269,acm,0,87,0.09592061742006615,metapath,none,0.009559599999999335,clipped,0.8461614648501078,relation_linear,500,8207478784,0,3,1.0949715398431108,1.0,1.3791647006655694e-06,81.13172149658203,0.096,target_only,9.6,,"{""author--writes-->paper"": 1.7146743535995483, ""paper--cite_ref-->paper"": 0.5746864676475525, ""paper--cited_by-->paper"": 0.701059877872467, ""subject--subject_of-->paper"": 0.7823005318641663, ""term--term_in-->paper"": 0.6962363719940186}",0.9959591244086964,42,0.01663315664412356,182,0.1333716401383453,0.3055989760700145,experiments\logs\small_rpp_nonregression_seed42\acm_current_best_r0p096_seed42.json,completed,0.002320260384776514,0.024584171083896912,0.6651065999999997,current_best
0.8186968564987183,{},0.025510360538825518,4.634322399999995,868,293,acm,0,87,0.09592061742006615,metapath,none,0.3635553000000016,clipped,0.8191817402839661,shadow_fusion,500,12232429568,0,3,1.0781733379509137,1.0,0.0,26.104724884033203,0.096,target_only,9.6,,"{""author--writes-->paper"": 0.9656726121902466, ""paper--cite_ref-->paper"": 0.8171812891960144, ""paper--cited_by-->paper"": 0.941821813583374, ""subject--subject_of-->paper"": 0.6679457426071167, ""term--term_in-->paper"": 0.7949249744415283}",0.9999996181391859,42,0.01882653993785414,206,0.10157802488751688,0.3367569240202311,experiments\logs\small_rpp_nonregression_seed42\acm_shadow_fusion_blocknorm_r0p096_seed42.json,completed,0.003108003108003108,0.02677755437762749,2.260817000000001,shadow_fusion_blocknorm
0.8281689882278442,{},0.0022835630365091986,0.9432393000000019,16,48,dblp,0,16,0.01314708299096138,metapath,none,0.01970490000000069,clipped,0.8213984668254852,relation_linear,500,12949049344,0,4,1.3740912450873772,1.0,2.7284368115942925e-05,1.3007004261016846,0.005,target_only,0.5,,"{""paper--written_by-->author"": 0.9680579900741577}",1.0,42,0.001224739742804654,32,0.005458949797898879,0.0,experiments\logs\small_rpp_nonregression_seed42\dblp_current_best_r0p005_seed42.json,completed,0.000814456604734029,0.001837109614206981,0.3555062999999983,current_best
0.7158450484275818,{},0.0022835630365091986,0.9637692000000015,16,48,dblp,0,16,0.01314708299096138,metapath,none,0.055576899999998375,clipped,0.7126747965812683,shadow_fusion,500,13619945472,0,4,1.3846593701012477,1.0,0.0,1.4121160507202148,0.005,target_only,0.5,,"{""paper--written_by-->author"": 2.877674102783203}",1.0,42,0.001224739742804654,32,0.013871535937502654,0.0,experiments\logs\small_rpp_nonregression_seed42\dblp_shadow_fusion_blocknorm_r0p005_seed42.json,completed,0.000814456604734029,0.001837109614206981,0.6393898,shadow_fusion_blocknorm
0.8369718194007874,{},0.011275092492764167,1.855780700000004,79,237,dblp,0,79,0.06491372226787182,metapath,none,0.018551199999997436,clipped,0.8299370408058167,relation_linear,500,13620387840,0,4,1.3668485606389846,1.0,3.4886907087638974e-05,1.3212149143218994,0.065,target_only,6.5,,"{""paper--written_by-->author"": 1.0525171756744385}",1.0,42,0.006047152480097979,158,0.009705340190863677,0.0,experiments\logs\small_rpp_nonregression_seed42\dblp_current_best_r0p065_seed42.json,completed,0.004021379485874268,0.009070728720146968,0.4239803999999978,current_best
0.7091549038887024,{},0.011275092492764167,1.8286087000000002,79,237,dblp,0,79,0.06491372226787182,metapath,none,0.051529500000000894,clipped,0.7032751590013504,shadow_fusion,500,13632843776,0,4,1.3614941157198361,1.0,0.0,1.412463903427124,0.065,target_only,6.5,,"{""paper--written_by-->author"": 2.3655858039855957}",1.0,42,0.006047152480097979,158,0.020077152970023947,0.0,experiments\logs\small_rpp_nonregression_seed42\dblp_shadow_fusion_blocknorm_r0p065_seed42.json,completed,0.004021379485874268,0.009070728720146968,0.8320517999999986,shadow_fusion_blocknorm
