dataset,target_type,status,reason,run_mode,model_type,loss_type,hidden_dim,accuracy,macro_f1,predicted_class_count,selected_blocks,manifest_dir,training_epochs,training_time_s,inference_time_s,peak_cpu_ram_gb,peak_gpu_ram_gb,uses_logits_as_input,uses_teacher_logits,uses_kd,uses_dense_p2,uses_bounded_edges,uses_e_by_d_materialization,uses_diffusion_legacy
ogbn-arxiv,paper,completed,lazy_memmap_gpu_sft_completed,lazy_memmap_cuda,gamlp_lite,sqrt_weighted_ce,256,0.6315865275806021,0.43814341149277886,40,"[""self"", ""x1_cite_ref"", ""x1_cited_by"", ""x2_cite_ref"", ""x2_cited_by"", ""xres"", ""typed_demand"", ""structure""]",experiments/preprop/t21_seed42/ogbn-arxiv,100,27.465302700000002,0.0740122999999997,1.3625717163085938,0.49083709716796875,False,False,False,False,False,False,False
