dataset,variant,status,reason,manifest_dir,selected_blocks,model_type,hidden_dim,epochs,two_stage,loss_type,accuracy,macro_f1,predicted_class_count,valid_acc,valid_macro_f1,training_time_s,inference_time_s,peak_cpu_ram_gb,peak_gpu_ram_gb,full_edge_execution,uses_memmap,uses_logits_as_input,uses_teacher_logits,uses_kd,uses_dense_p2,uses_bounded_edges,uses_e_by_d_materialization
ogbn-products,P0_current_best_replay,completed,lazy_memmap_sft_completed,experiments\preprop\t21_products_seed42,"[""X0"", ""X1_co_purchase"", ""X1_co_purchased_by""]",gamlp_lite,512,100,False,sqrt_weighted_ce,0.7078990425608346,0.3448782881249601,40,0.8736871551000687,0.4129733232545633,27.618370799999994,1.703571199999999,13.125988006591797,0.747955322265625,True,True,False,False,False,False,False,False
ogbn-products,P1_h768_e200,completed,lazy_memmap_sft_completed,experiments\preprop\t21_products_seed42,"[""X0"", ""X1_co_purchase"", ""X1_co_purchased_by""]",gamlp_lite_v2,768,200,False,sqrt_weighted_ce,0.7152963886256823,0.346756300991601,40,0.8846730920835134,0.4217480701262791,62.874635600000005,1.8631447999999864,13.146724700927734,1.0613784790039062,True,True,False,False,False,False,False,False
ogbn-products,P1_h1024_e200,completed,lazy_memmap_sft_completed,experiments\preprop\t21_products_seed42,"[""X0"", ""X1_co_purchase"", ""X1_co_purchased_by""]",gamlp_lite_v2,1024,200,False,sqrt_weighted_ce,0.7080169771599993,0.3426601578227876,40,0.8851817002771915,0.42087067738045875,73.49273380000002,2.031004399999972,13.146656036376953,1.3748016357421875,True,True,False,False,False,False,False,False
ogbn-products,P3_add_LabelReuse_Y1Y2Y3,promoted_short,lazy_memmap_sft_completed,experiments\preprop\t22_ogbn_products_seed42,"[""X0"", ""X1"", ""X2"", ""X3"", ""Xres1"", ""Xres2"", ""structure"", ""Y1"", ""Y2"", ""Y3""]",gamlp_lite_v2,768,200,False,sqrt_weighted_ce,0.7345730473803381,0.37625175014369194,42,0.9111970093838212,0.47560848997212324,216.44583770000003,6.279179200000044,14.710433959960938,1.6615381240844727,True,True,False,False,False,False,False,False
ogbn-products,P4_two_stage_sqrt_to_ce,completed,lazy_memmap_sft_completed,experiments\preprop\t21_products_seed42,"[""X0"", ""X1_co_purchase"", ""X1_co_purchased_by""]",gamlp_lite_v2,768,200,True,,0.7047852980288655,0.33810563611323824,39,0.8905475167204944,0.4221406707663176,62.77235680000001,1.8765399000000116,13.148117065429688,1.6615381240844727,True,True,False,False,False,False,False,False
ogbn-products,P5_P3_plus_P4_plus_h1024,promoted_short,lazy_memmap_sft_completed,experiments\preprop\t22_ogbn_products_seed42,"[""X0"", ""X1"", ""X2"", ""X3"", ""Xres1"", ""Xres2"", ""structure"", ""Y1"", ""Y2"", ""Y3""]",gamlp_lite_v2,1024,200,True,,0.7210765395548578,0.3753645975286824,42,0.9097983368512067,0.46090135426824264,254.94956649999995,6.8634080000000495,14.710624694824219,2.186833381652832,True,True,False,False,False,False,False,False
ogbn-products,P6_gamlp_recursive_v2,promoted_short,lazy_memmap_sft_completed,experiments\preprop\t22_ogbn_products_seed42,"[""X0"", ""X1"", ""X2"", ""X3"", ""Xres1"", ""Xres2"", ""structure"", ""Y1"", ""Y2"", ""Y3""]",gamlp_recursive_v2,768,200,False,sqrt_weighted_ce,0.7393098611851027,0.379451800413963,42,0.8994990209292272,0.46073304155911377,499.16976439999985,11.564950700000054,14.699901580810547,2.836001396179199,True,True,False,False,False,False,False,False
ogbn-products,P7_sagn_lite_v2,promoted_short,lazy_memmap_sft_completed,experiments\preprop\t22_ogbn_products_seed42,"[""X0"", ""X1"", ""X2"", ""X3"", ""Xres1"", ""Xres2"", ""structure"", ""Y1"", ""Y2"", ""Y3""]",sagn_lite_v2,768,200,False,sqrt_weighted_ce,0.7555780580193042,0.4046991170720907,42,0.9092134374284769,0.4757150683186151,373.96371339999996,9.06775760000005,14.726490020751953,6.201135158538818,True,True,False,False,False,False,False,False
