dataset,seed,dataset_root,memmap_root,no_diffusion,full_scale_requested,status,dataset_present,manifest_path,num_nodes,feature_dim,num_edges,train_nodes,valid_nodes,test_nodes,node_feat_bytes,edge_index_bytes,label_bytes,local_target_edges,local_target_nodes,sample_train,sample_valid,num_classes_observed,train_accuracy,valid_accuracy,train_loss_start,train_loss_end,training_time_s,inference_time_s,device,full_scale_local_status,needs_server_run,decision_reason,guard_fraction,guard_bytes,peak_ram_estimate_bytes,peak_ram_estimate_gb,available_ram_bytes,available_ram_gb,full_edge_scans,edge_slice_cache_bytes,disk_spill_estimate_bytes,disk_spill_used,peak_cpu_ram_mb,peak_gpu_ram_mb,server_commands
ogbn-papers100M,42,D:\Shadow-HGC\dataset\paper100M,D:\Shadow-HGC\dataset\paper100M\processed\papers100m_memmap,True,False,completed_smoke,True,D:\Shadow-HGC\dataset\paper100M\processed\papers100m_memmap\manifest.json,111059956,128,1615685872,1207179,125265,214338,56862697600,25850974080,444239952,13701428,1546782,20000,5000,172,0.3817499876022339,0.33799999952316284,5.378801345825195,2.6436281204223633,0.1455998000000136,7.589999999879637e-05,cuda,blocked_resource_guard,True,estimated full-scale peak RAM exceeds local guard,0.8,18741896806,115367639968,115.367639968,23427371008,23.427371008,4,328834272,328834272,False,997.3671875,84.904296875,"[""& 'C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe' scripts/run_paper100m_local_trial.py --dataset-root D:/Shadow-HGC/dataset/paper100M --output-dir experiments/logs/paper100m_local_trial_seed42 --seed 42 --sample-train 200000 --sample-valid 50000 --epochs 50 --full-scale --no-diffusion"", ""& 'C:\\Users\\slian\\anaconda3\\envs\\pytorch\\python.exe' scripts/dry_run_ultra.py --dataset ogbn-papers100M --ratios 0.001 0.0025 0.005 --output experiments/logs/paper100m_local_trial_seed42/paper100m_ultra_dry_run_server.json"", ""python scripts/run_paper100m_local_trial.py --dataset-root /path/to/paper100M --output-dir experiments/logs/paper100m_server_seed42 --seed 42 --sample-train 200000 --sample-valid 50000 --epochs 50 --full-scale --no-diffusion""]"
