dataset,target_type,status,reason,run_mode,accuracy,macro_f1,predicted_class_count,selected_blocks,preprop_blocks,manifest_dir,total_cache_bytes,full_edge_scans,edge_chunk_size,dst_chunk_size,feature_dim,training_epochs,training_time_s,inference_time_s,peak_cpu_ram_gb,peak_gpu_ram_gb,uses_logits_as_input,uses_teacher_logits,uses_kd,uses_dense_p2,uses_bounded_edges,uses_e_by_d_materialization,uses_diffusion_legacy
ogbn-products,product,preprop_completed,full_edge_products_preprop_completed,full_edges,,,,[],"[""X0"", ""X1_co_purchase"", ""X1_co_purchased_by""]",experiments\preprop\t21_products_seed42,940427136,2,65536,200000,64,0,0.0,0.0,10.918174743652344,0.0,False,False,False,False,False,False,False
