dataset,target_type,status,reason,run_mode,accuracy,macro_f1,predicted_class_count,selected_blocks,preprop_blocks,manifest_dir,total_cache_bytes,full_edge_scans,edge_chunk_size,dst_chunk_size,feature_dim,training_epochs,training_time_s,inference_time_s,peak_cpu_ram_gb,peak_gpu_ram_gb,uses_logits_as_input,uses_teacher_logits,uses_kd,uses_dense_p2,uses_bounded_edges,uses_e_by_d_materialization,uses_diffusion_legacy
ogbn-products,product,completed,lazy_memmap_gpu_sft_completed,lazy_memmap_cuda,0.6691613675171966,0.2812929866013991,29,"[""self"", ""x1_co_purchase"", ""x1_co_purchased_by""]","[""X0"", ""X1_co_purchase"", ""X1_co_purchased_by""]",experiments\preprop\t21_products_seed42,940427136,2,65536,200000,64,100,20.9998462,1.5956990999999974,2.0318832397460938,0.2779426574707031,False,False,False,False,False,False,False
