dataset,variant,seed,status,reason,requested_ratio,fullgraph_gate_passed,promoted,diagnostic_only,invalid_reasons,accuracy,macro_f1,weighted_f1,predicted_class_count,total_condensed_node_ratio,model_type,feature_mode,metapath_blocks,path_lad_blocks,loss_type,hidden_dim,dropout,lr,use_kd,use_diffusion,use_source_anchors,use_coverage_medoid,block_norm_stats_source,teacher_val_acc,kd_gate_passed,kd_skip_reason,source_log
acm,S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p001_clipped,42,completed,,0.15,True,True,False,[],0.9017941355705261,0.9024561842282613,0.9014744793009183,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,256,0.5,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p001_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p001_class_balanced,42,completed,,0.15,True,True,False,[],0.8989613056182861,0.8998376329739889,0.8988558224983012,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,256,0.5,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p001_class_balanced_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p003_clipped,42,completed,,0.15,True,True,False,[],0.8923512697219849,0.8926017880439758,0.8918175053972963,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,256,0.5,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p003_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p003_class_balanced,42,completed,,0.15,True,True,False,[],0.8999055624008179,0.9008852243423462,0.8999114705545308,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,256,0.5,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h256_d0p5_lr0p003_class_balanced_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p001_clipped,42,completed,,0.15,True,True,False,[],0.8914070129394531,0.8927135666211446,0.8915801146150933,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,512,0.2,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p001_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p001_class_balanced,42,completed,,0.15,True,True,False,[],0.8942398428916931,0.8954126040140787,0.8943199386296282,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,512,0.2,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p001_class_balanced_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p003_clipped,42,completed,,0.15,True,True,False,[],0.884324848651886,0.8835684657096863,0.8824159682947548,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,512,0.2,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p003_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p003_class_balanced,42,completed,,0.15,True,True,False,[],0.884324848651886,0.885979155699412,0.8847581744615346,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,512,0.2,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p2_lr0p003_class_balanced_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p001_clipped,42,completed,,0.15,True,True,False,[],0.8980169892311096,0.8988475998242696,0.8977575659652298,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,512,0.3,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p001_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p001_class_balanced,42,completed,,0.15,True,True,False,[],0.8999055624008179,0.9007856845855713,0.8997821422674519,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,512,0.3,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p001_class_balanced_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p003_clipped,42,completed,,0.15,True,True,False,[],0.894711971282959,0.8943936824798584,0.8933503708820346,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,512,0.3,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p003_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p003_class_balanced,42,completed,,0.15,True,True,False,[],0.879603385925293,0.8796330690383911,0.8785803031182107,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,512,0.3,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p3_lr0p003_class_balanced_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p001_clipped,42,completed,,0.15,True,True,False,[],0.8970727324485779,0.8980274200439453,0.8970236272386217,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,512,0.5,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p001_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p001_class_balanced,42,completed,,0.15,True,True,False,[],0.8999055624008179,0.9007888634999593,0.8998234566179663,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,512,0.5,0.001,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p001_class_balanced_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p003_clipped,42,completed,,0.15,True,True,False,[],0.8833805322647095,0.8845887978871664,0.8837100639501244,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],clipped,512,0.5,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p003_clipped_r0p15_seed42.json
acm,S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p003_class_balanced,42,completed,,0.15,True,True,False,[],0.8989613056182861,0.8998073736826578,0.898927017920879,3,0.011698044233229756,sehgnn_lite,schema_default_metapath,"[""PAP"", ""PSP"", ""PTP""]",[],class_balanced,512,0.5,0.003,False,False,False,False,train_full_target_rows,,False,,experiments\logs\acm_s1_clean_tuned_seed42\acm_S1_clean_metapath_sehgnn_tuned_h512_d0p5_lr0p003_class_balanced_r0p15_seed42.json
