generated_at,git_commit,config_hash,run_id,dataset,method,M_tau_requested,M_tau_effective,feature_dim,projection_type,loss_type,model,status,shadow_mode,self_only,accuracy,macro_f1,num_predicted_classes,condensation_time,training_time,inference_time
2026-06-07T13:15:26Z,92a00a6,7f9dd47c2a8b04b2,ogbn-arxiv-Shadow-HGC-R-1-seed0-7f9dd47c,ogbn-arxiv,Shadow-HGC-R-1,160,160,16,random,sqrt_weighted,relation_linear,completed,virtual_demand_shadow,False,0.062157,0.035614,40,7.131862,0.002632,0.109593
2026-06-07T13:15:32Z,92a00a6,f53e79d383d75740,ogbn-arxiv-Self-Only-MLP-seed0-f53e79d3,ogbn-arxiv,Self-Only-MLP,160,160,16,random,sqrt_weighted,relation_mlp,completed,virtual_demand_shadow,True,0.271568,0.045798,22,5.343827,0.001592,0.058417
