dataset,target_type,status,reason,run_mode,model_type,loss_type,hidden_dim,accuracy,macro_f1,predicted_class_count,selected_blocks,manifest_dir,training_epochs,training_time_s,inference_time_s,peak_cpu_ram_gb,peak_gpu_ram_gb,uses_logits_as_input,uses_teacher_logits,uses_kd,uses_dense_p2,uses_bounded_edges,uses_e_by_d_materialization,uses_diffusion_legacy
ogbn-arxiv,paper,completed,lazy_memmap_gpu_sft_completed,lazy_memmap_cuda,gamlp_lite,cross_entropy,512,0.6544040491327696,0.420481437217901,39,"[""self"", ""x1_cite_ref"", ""x1_cited_by"", ""x2_cite_ref"", ""x2_cited_by"", ""xres"", ""typed_demand"", ""structure""]",experiments/preprop/t21_seed42/ogbn-arxiv,100,31.621138400000003,0.08944979999999703,1.2698135375976562,0.9140005111694336,False,False,False,False,False,False,False
