generated_at,git_commit,config_hash,run_id,dataset,method,M_tau_requested,M_tau_effective,M_r_resolved_summary,feature_dim,projection_type,loss_type,model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,condensation_time_mean,training_time_mean,inference_time_mean,status
2026-06-07T13:19:22Z,92a00a6,003b7ca5a5976f48,acm-Shadow-HGC-R-1-seed0-003b7ca5,acm,Shadow-HGC-R-1,4,12,paper--cite_ref-->paper=2;paper--cited_by-->paper=2;author--writes-->paper=2;subject--subject_of-->paper=2;term--term_in-->paper=2,4,raw,clipped,relation_mlp,0.342776,0.000000,0.172158,0.000000,3.963789,0.015893,0.390948,completed
